Question,Category
"اليوم وعند اجراء تمارين للجري مسافة 3200 متر وعند نهاية التمرين شعرت بالغثيان في المعدة والرغبه في الاستفراغ
توقف النفس مع خروج سائل اخضر
شعرت بالراحة واكملت تمريني",التغذية والدواء
انا مريض نفسى باخد ريميرون(mirtazapine) واولابكس ( اولانزابن ) Olanzapine وفافرن ( فلافوكسمين ) fluvoxamine عندى نزلت برد ايه الادويه الصحيحه وماتعارض ادويه الاكتأب,الصحة النفسية
انا مريضة بمرض التبول في اليل,المسالك البولية
قمت بعمل عملية PTK بسبب تهتك في خلايا سطح القرنية والآن بعد مرور 21 يوم من العملية مازال 30% من الجرح لم يلتئم ، هل يعتبر هذا طبيعيا؟ وكم المدة...,طب العيون
بديل لمنظار المعده ؟ شيئ يكشف وجود اورام او لا ؟ هل يمكن ذلك للسونار ؟,الأورام
كيف انظم جرعة الانسولين العمر ٢١سنه الجنس انثى000 الفحص قبل الفطور 80 قبل الغداء80ثم يرتفع الى 220 -250 قبل النوم واصا بهبوط السكر في الصبح دائما,الباطنة والغدد الصماء
نا عمرى ١٥ سنه بقعد على التلفون كثيرا عندما انظر إلى شى بحس انى أحول وانى مش شايف كويس وبيجيلى زى نغز فالراس بيجى حوالى دقيقه ويخف الالم وعندى احمرار...,طب العيون
"عمري 34سنه متزوج منذ 11سنة عملت تحاليل للسائل المنوي واخذعينة من الخصية ولاتوجدحيوانات منويه ونتائج الهرمونات كالتالي:
[email protected]=4.2@Prolactin=10@Testosteron=1.5
حجم الخصية اليمنى=29*14مم
حجم الخصية اليمنى=26*14مم
ماالعلاج المناسب لحالتي؟",المسالك البولية
هل حبوب الحديد 'فيرومن 'تعمل على زيادة الوزن ؟,التغذية والدواء
هل زيت الكانولا يرفع الكولسترول؟,التغذية والدواء
ما فائدة اليوسفي افندي و البرتقال,التغذية والدواء
واجهتني حرارة ابنتي عمرها سنه توصل ل 39 واليوم الساعه السابعه صباحاً عطيتها فيفادول تحميله 100ملجم وانخفظت عليها وبعدها ارتفعت على الساعه 11 ونص وعطيتها من النورفين 3 مل,صحة الطفل
عملت عمليه ازله مويه بيضاء في العين وبعد فتره شعرت بي ألم وفحصت لقيت ضغط العين 68هل معنها فقدت العين وهل يوجد علاج غير تعطيل العين,طب العيون
السلام معليكم لدي اصفرار خفيف فاتح اللون جانب البؤبؤ سميكة فى بياض العين منذ فترة طويلة بدون اي أعراض هل له علاقة الفيروس الكبد؟ أفيدوني ارجو الرد,طب العيون
السلام عليكم .. اسأل عن علاج ارتفاع درجات الحرارة والسعال بدون بلغم قبل اجراء استئصال اللوزتين بثلاث ايام ؟,أنف وأذن وحنجرة
من يومين حدث الم بالصدر ذهبت لمستشفى ودكتور قلب وعملت الفحوصات من اشعه تليفزونيه ورسم قلب عادى وبمجهود وطلب منى عمل قسطره استكشافيه؟ما ريكم ان خاف من ان عملها سنى29مدخن...,القلب والأوعية الدموية
السلام عليكم ممكن اعرف شيء لتقوية الذاكرة خاصة لطلاب المدرسه ؟؟,الأمراض العصبية
انااعاني من حكه في مخرج البراز ويوجد في مخرج البراز طبقه جلديه صغيره ماتخلينا انام ارجوكم اوصفولي علاج,الباطنة والغدد الصماء
اعانى من الم فى اعلى الفخذ ما العلاج الاولى الى حين الذهاب الى الطبيب,العظام والمفاصل
والدتي عمرها 58 سنة وهي تعاني من صداع دائم ودوار واختلال في التوازن. أيضا مشكلة النسيان بدأت تتفاقم عندها. مع العلم ان لديها قصور في الدورة الدموية بصعوبة وصول الدم...,الأمراض العصبية
"السلام عليكم
هل يوجد علاج فعااال للصدفية ؟",الجلدية والتجميل
بحدث لدي احيانا الم جانب العين يستمر لثواني اشبه بصداع ولدي حساسية للصوء وازدواج للرؤية اكثر من شهرين علي هذا الحال انا عملت رنين مغنطيسي وطلع سليم هل مرض عصبي...,طب العيون
لدي إنسداد بالأذن بعد نزلة برد وإنفلونزا لي ١٠ أيام لاتزال,أنف وأذن وحنجرة
اريد شي لتبيض البشره بدون اثار جانبيه. ومتوفر في صيدليات عراقيه وشكراا,الجلدية والتجميل
دوخه ودوار من شهرين مع زعلله وضغط بمنتصف الراس والان تطورت الى شبه إغماء وصداع خلف الراس مع تيبس بالرقبه وحراره خفيفه اثناء الالم تم عمل صور مقطعيه ورنين وفحوصات...,الأمراض العصبية
هل دواء كلوزابكس يجوز استعماله للشخص لديه ضمور في الخلايا العصبية وهل يعمل كمنوم,الأمراض العصبية
سلام الله عليكم..هل تستطيع امي ان تذهب الى الحمامات المعدنية الطبيعية بعد عملية الساد و وضع الحناء الطبيعية على شعرها بعد 6 اشهر من العملية جزاكم الله خيرا شكرا جزيلا.,طب العيون
اعاني من الم في الخصية اليمنى يمتد لاسفل البطن مع وجود الم في اسفل الظهر ...ما تفسير هذا الالم المزعج و ما الحل؟ّ,المسالك البولية
هل يمكن ان لا تخلع الضروس عند تركيب التقويم انا مستعد اني ادفع المبلغ اللي تبونه بس اهم شي ما اخلع الضروس,طب وصحة الأسنان
ابي لديه تحليل الكولسترول وموعد التحليل الساعه 8 صباحا والدكتور يقول لازم يكون صائم وانا اعطيه بانتظام بلافكس الصباح بعد صلاة الفجر يوميا هل اعطيه الجرعة قبل التحليل وهل يؤثر...,القلب والأوعية الدموية
ما هو اكبر حجم لورم بالمخ يمكن علاجه بالجاما نايف؟,الأورام
هل اعريف نوع هده الاعراض حبوب في الجهاز التناسلي و احمرار العينين,الباطنة والغدد الصماء
انتي اتبول في بعض الاحيان كل ٦ ساعات وفي بعض الاحيان كل ٣ساعات هلو هو طبيعي,المسالك البولية
هل يسبب الحمل تأخير في علاج تقويم الاسنان؟ شكراً.,طب وصحة الأسنان
"ماهو سبب انخفاض السكر المفاجئ وانا لست مريضه سكري؟
العمر 25
الوزن 40
طول 150",الباطنة والغدد الصماء
السلام عليكم اعاني من نقص او توقف طول الشعر وايضا من التساقط هل هناك علاج؟,الجلدية والتجميل
هل يمك تناول هرمونات لزيادة الوزن,التغذية والدواء
انا اعاني من انحراف فالعين .. واذا كلمت احد ما اناظر فيه فالشكل الصحيح ويحسبني ما اتكلم معاه ويسحب علي .. ايش المشكلة وش اسوي هل احتاج الى نظارة ؟,طب العيون
"يوجد لدي الم في اليسار في جهة القلب مع خفقان كثير ونغزات في القلب مع التنفس علمن ان عمري 26سنه واعاني من الروماتوييد واخذ ادوية السلفا سلازين وهيدروكسي
وكمان يوجد...",القلب والأوعية الدموية
"كل صباح اول ما انهض من النوم أو عند الحزن والقلق والتفكير اشعر بانقباض بطني وغثيان ورغبه في القيء وتجشء وغازات وانتفاخ مستمر في البطن وألم
هل هو بسبب القولون...",الصحة النفسية
السلام عليكم الم في اسفل ظهري وعملت اشعه سينيه هل توجد مشكله في الفقرات او الغضاريف,العظام والمفاصل
ابنى عنده 4 سنين وسنانو الا فوق مسوسه شكلهم مش حلو مش اعمل ايه,طب وصحة الأسنان
ظهور خيوط صلبة من الثدي قرب موعد الدوره هل هذا طبيعي؟,الأورام
اشعر بإنتفاخ في الجهة اليمنى فوق القفص الصدري مع الم كا الضربةواحيانا ينتفخ واحيانا لا,الباطنة والغدد الصماء
ظهر عند ابن اخي انتفاخ كبير في فخذه في الاعلى وبعد الفوحوصات تبين انها ورم فنصحنا الاطباء بالعلاج باكيميائي لكن المشكلة لاتوجد للاطفال علما ان عمره 13 سنة ارجوا افادتي...,الأورام
احس اني فيني اكتئاب يعني صرت ابكي من دون اسباب اكره اخواتي صرت احب العزله افكر بالموت وتدمير النفس صرت مااثق في نفسي,الصحة النفسية
كيف ممكن ازالة الشعر الذي تحت العين غير الليزر,الجلدية والتجميل
ماهي الطريقة الافضل لعلاج الورم الوعائي في اسفل قاع الجمجمة glomus jugulare tumor والمؤثر حاليا على عصب السمع (انسداد للسمع وسماع نبضات القلب)في الاذن اليسرى. وحجم الورم 2×2.2,الأورام
سوالي ما هو علاج الكيس في الراس ورم حميد كيف يمكن اذابه الكيس بالدواء,الأورام
"انا كنت تعبان وباخد حقن النالوفين كنت عامل عملية
وانقطعت عنها شهر وكام يوم
وفي يوم تعبت اخذتها تاني
بس بقالي 13 يوم مافيش اي تواجد لها هل ممكن تظهر...",التغذية والدواء
أنا أريد جواب عندي مشكل في القطب القدف الأول خلاص القطب ينام ماقدر أنام مرة تانية و المشكل تاني أنا قطبي ميلان شوي ماهوا الحال,المسالك البولية
عندي طفلين الاول عمره4.5سنوات والثاني عمره 1.4سنه وانا اعطي فيهم فيتامينات wellkid البريطاني الخاص باالاطفال من عمر 7اشهر الى5سنوات هل هذا مضر وكان طفلي الاكبر يعني من الم في ساقيه...,صحة الطفل
اين احصل على علاج لاعتلال اعصاب القدم الناتج عن نقص فيتامين ب في الامارات,الأمراض العصبية
حمى مع التهاب اللوزتين العمر 7 سنوات فتاة,أنف وأذن وحنجرة
وجود كتلة صلبة تحت خلمة ثدي الايمن مع الشعور بالم خاصة عند لمسها مع العلم اني لست متزوجة و عمري 37 سنة,الأورام
"السﻻم عليكم ورحمه الله وبركاته
ابنتي رضيعه عمرها 5 شهور ولدتها بالشهر 8 واعطيها حليب نوفاﻻك للارتجاع وهي تعبانه من انسداد انفها ولكن مشكلتها الترجيع بعد الرضاعه.وزنها ﻻيزيد.",صحة الطفل
تحليل الكبد الوبائي ايجابي وال pcr 3440 وانزيمات الكبد سليمة هل هو خامل ام مزمن ام حاد,الباطنة والغدد الصماء
علاج حساسية الانف المزمنة,أنف وأذن وحنجرة
هل الصوم ثلاثين يوما يؤثر على حليب الأم أنا قلقة من هذا الموضوع؟؟,التغذية والدواء
"سلام عليكم
وزني (62) وطولي (175)
عمري22
اريد ازيد وزني شو الطريقه
مع العلم انا مسجل بنادي رياضه من مدة شهر دقيقه",التغذية والدواء
مرحبا انا سؤالي عن اختصاص الداخلية كلية ماطبيعة عمله وكيف مردوده المادي في المستقبل وهل هناك ضغط عمل شديد مستقبلا ...انا طبيبه ومرشحه لهذا الاختصاص حصرا في سوريا واتمنى مساعدتكم...,المسالك البولية
"السلام عليكم
اعاني من ألم في عصب الظهر في جهه اليسار اكثر من 5 اشهر وتوصل الالم الى اليد اليمين واليسار ولا استطيع النوم عدل",العظام والمفاصل
طفلي عمره شهرين يعاني من الارجاع والاسهال ولم يتقبل الحليب والاسهال على شكل حبيبات صغيره.. ماهو الحليب المناسب له ؟,صحة الطفل
"السلام عليكم
أنا اتناول عقار Isotretinoin 40mg/day منذ ١٤ ديسمبر الماضي. منذ ثلاثة أيام لدي ألم شديد جدا بدأ في الجانب الأيمن ثم خف الحمد لله ..لكنه انتقل إلى الأيسر...",العظام والمفاصل
"مرحبا
لدي انتفاخ او كتلة في اسفل الراس بحجم حبةالحمص تسبب لي الم حين اضغط عليها
هل ممكن ان تكون ورم ؟؟
ارجو الرد
وشكرا",الأورام
السﻻم عليكم منذ سنتان لي اخ اصيب بالقلب واذهب به لمستشفى عندما يتعب وبعد فتره أصبحت افكر اني مريض بقلب واصبحت اراقب نبض قلبي كل وقت وبعداشهر بديت ارى نبض...,القلب والأوعية الدموية
انا شاب عمري 17 سنة أعاني من ألم صغير في خصية اليسرى و عندما ذهبت الى الدكتور فحصني فقط بيده علو مستوى الخصية و قال لي عندي كيس صغير و...,المسالك البولية
"سلام عليكم
أريد علاج تخسيس البطن وزني 99 ك وطول 178
وشكرا",التغذية والدواء
دكتور بتي عمرهه 7 اشهر وصارلهه شهر تعاني من حكة الانف والاذن والعين وجوه عيونهه حمار وخدودهه كذالك حمره وبيهه حب ابيض شنو اطيهه لن معذبتني كلش,صحة الطفل
السلام عليكم للاسف الشديد انا زوجي مريض بالصرع لمدة 3سنوات. ولم يحدث اي تغير في حالته بالرغم من تناوله للدواء وكذالك عمل فحص irm ومع الاسف هذا الفحص ظهر سليم,الأمراض العصبية
طفلتي عمرها ٦ سنوات تعاني من الالم في قدمها اليمنى تحديداً اول القدم من الداخل,العظام والمفاصل
هل يعطي الديكلوفيناك عن طريق الوريد أم لا?,التغذية والدواء
ابنتي منذوا الولاده لاتستطيع التبرز لان لديه جزء من الامعاء 10سم بدون اعصاب وتم عمل العمليه لاستئصال الجزء وبعدها لديها تضيق بالمخزج,صحة الطفل
انا تعبت بشكل مفاجئ خفقان في القلب عملت فحص انزيم القلب طلعت مرتفعة دكتورتي كتبلتي دوا منشط ova mit هل هو امن اخدو ام اتوقف عن اخدو,القلب والأوعية الدموية
ياريت حد يجاوبني علي سؤالي انا متزوج منذ سنة وكنت امارس العادة السرية قبل الزواج ثم بعد الزواج لم اجد المتعة التي كنت انتظرها ولم استمتع بالجماع ويحدث لدي ارتخاء...,المسالك البولية
هل خلط حبوب الساليس في وعاء مع العسل النحل وتركها اسبوع او اكثر مضر او يفقد الحبوب مفعولها ؟؟,التغذية والدواء
ولد ولد قبل موعده ب 15 يوم بعملية قيصرية ثقب البول اسفل موضعه الافتراضي هل يجب له عملية ومامدى نجاحها ارجوا الاجابة,المسالك البولية
ابنتي عمرها سنة وثلاثة اشهر وتعاني من امساك حاد منذ الولادة مع العلم انه احيانا تتحسن لمدة ثم يعود الامساك واعطيهل الملينات و عصيرالبرتقال والالياف ولكن الوضع كما هو وقدا...,الباطنة والغدد الصماء
عمري 14 سنة و لديا قصر النضر -5 و بدأت باستعمال العداسات اللاسقة فاعجبتني و أصبحت استعملها يوميا لكن بعد انتهاء مدة صبوحيتها اشتريت عداسات جديدة فعند استعمالها تحمرو عيني...,طب العيون
العمر تقريب الخمسين اعاني من آلام وتنفخات في الجسم وذهبيت الى الطبيب واجريت تحاليل الدم وقال لي هذه اعراض الغدة الدرقية واعطاني ادوية ومنهم Euthyrox 75 mcg ولكن الى الاسوء,الأورام
أرجو المساعدة فأنا أريد التخلص من العصبية فأنا أعاني مامشاكل مع أبي كما أنه لا يريد تركي و شأني يريد تغصيب الحجاب علي و أنا أريد حياة الموضة لذلك أريد...,الصحة النفسية
باكل مسحوق الغسيل من فتره كبيره حاولت كتير ابطل معرفتش مبكلش كميه كبيره بس باكل كذا مره في اليوم الواحد ف ايه السبب و اكل مسحوق الغسيل ممكن، يضرني ازاي...,الصحة النفسية
اريد علاج النحافة,التغذية والدواء
السلام عليكم.. ارى فلاش ابيض أحيانًا ورؤيتي أصبحت ضعيفة جدًا رغم انني شيكت على عيني من اسبوع ونظري تمام مع النظارات وشبكيتي سليمة والحمدلله فما السبب؟,طب العيون
"DIAGNOSIS :
Soft tissue of ant. abdominal wall, Excisional biopsy:
Fibromatosis (Desmoid tumor).
هل هذا الورم حميد ام خبيث وهل هناك احتمال لرجوعة مرة اخرة ام لا شكرا لسرعة الرد",الأورام
انا لدي انتفاخ في الجهى اليسرى من فتحه الشرج تضهر عند التبرز للعلم انها لاتسببلي اي الم ولا خروج دم ولكن عند الجلوس في بعض الاوقات يخرج ريح دون الشعور...,الباطنة والغدد الصماء
هل يوجد ضرورة لازالة اضراس العقل المدفونة تحت اللثة مع العلم انها لا تسبب اي الم ؟ وهل يوجد تاثير لهذة الاضراس على شكل الاسنان ؟ حيث اني قمت بتركيب...,طب وصحة الأسنان
غصب تني كتير عيوني بتجي على الاضاءات سيارات الخ فهل ذلك كضر وايضا الحوض ده واما بحط اكل عيمي بتضرب كباشره بالضوء..بالصوره مش باينقوي بس هوقوي وشكرا,طب العيون
لدى طفل 6 سنوات طلعتلو الحرارة واخذت للدكتور وعمللتلو تحاليل الدم +IRM للراس وقلولي عندو التهاب سحايا خفيف وبدى يتحسن من اعلى الى الاسفل رغم انو كان فاقد التوازن كليا...,صحة الطفل
كم جرعة الريتان الواجب اخذها للعلم عمري 21 ووزني 56 ولمدة كم شهر وهل التزم على نفس الجرعة ام ازيد بمرور الاشهر؟,التغذية والدواء
لذي شقوق جلدية باللون احمر بنفسجي هل من ذواء؟,الجلدية والتجميل
لبست صندل ضيق لبسته تقريبا 8 ساعات ؤاصبح اصابع قدمي الكبير منتفخ ؤلؤنه مؤف ؤالم شؤيه ايش اسؤي هل هؤ مضر,العظام والمفاصل
من اسبوعين ظهرت لي حبه كره لينه الملمس من جهه الفك الايسر وبعد كم يوم ظهرت لي واحده اخرى في الفك الايمن والاثنتين لا يمكن رؤيتوهم الا عند المس ولم...,طب وصحة الأسنان
زوجتي تعاني من اعوجاج الكاحل أثناء المشي أنها لا تحس بالألم يضهر هذا الاعوجاج من خلال مشيتها واحديتها تتمزق بسرعة نتيجة لهذا الاعوجاج هل هناك علاج لتقويم كاحل زوجتي؟ وشكرا...,العظام والمفاصل
هل يمكن لشخص اخذ مطعوم الانفلونزا الرباعي قبل شهرين ان ياخذ مطعوم كورونا اليوم ؟,أنف وأذن وحنجرة
والدي مواليد 1968 يعاني من البروستات ويبحث عن علاج ولو بالاعشاب,المسالك البولية
عضلة القلب ضعيفة او ميته فما الحل,القلب والأوعية الدموية
انا اعاني من الم في الخصيه اليمنى ويوجد بلقرب منها في الشريان كره صغيره والكلى اليمنى فيها الم ماهو الحل وشكرا جزيلا,المسالك البولية
طفلي الرضيع عمره اسبوع و احد لاحظت ان القبضة منبسطة لكن يستطيع الامساك بأصبعي داخلها ايضا يشد قدميه عند الرضاعة هل هذا طبيعي,صحة الطفل
سبق وان ارسلت رسالة عندما المس شعر راسي احس بالم للعلم عندى التها ب البلعوم مع العلم اجريت عملية اللوزتين الان عندى التهاب ما العلاج وشكراً,أنف وأذن وحنجرة
شعر قدمى كثيف جدا وعملى لا يريد هذا الكم من الشعر فهل هناك طريقه او علاج لتخفيف هذا الشعر الكثيف ؟ ولكن بدون ليزر ؟,الجلدية والتجميل
الألم مثل الإبر وأحيانا يصيب الألم الجزء الأيمن كله,الأمراض العصبية
عندي تورم تحت الابط وهو داخلي معناه مانو ظاهر لما ارفع يدي لحتى تلمسه تحس انه يوجد هو صغير ومؤلم لما تلمسه ولما احرك يدي كتير وهو من الجهة اليسرى...,الأورام
تظهر فى حبوب فى فروة شعرى مؤلمة جدا تختفى وتظهر فى نفس المكان مع سقوط مستمر للشعر وارتفاع فى درجة حرارة فروة الشعر ؟ هل الامر خطير وما العلاج,الجلدية والتجميل
السلام عليكم زوجى حلل ونسبه الحيوانات المنويه اقل من المليون دا يؤثر على الانجاب,المسالك البولية
أشعر بطنين مستمر في كلا الاذنين وكشفت وعملت قياس سمع وضغط اذن واتزان واشعة على المخ وكله سليم ومش عارف ايه الحل,أنف وأذن وحنجرة
السلام عليكم اعاني من نقص فيتامين د نسبته ١٣ هل فيتامين د يسبب التعب الشديد والضعف والوهن وعدم القدره على بذل اي مجهود والخفقان والقلق والحزن ؟ ارجو منكم افادتي...,العظام والمفاصل
أحيانا أحس كأنه يوجد شيء صغير جدا في حنجرتي لذلك أجد صعوبة في النفس لكنه يزول في نفس اليوم هل هذه أعراض بداية الحساسية? شكرا,أنف وأذن وحنجرة
كلف في الوجه,الجلدية والتجميل
ادا كان psa مرتفع الي11 هل يعني الاصابة بسرطان البروستات,الأورام
لماذا يستخدم علاج زناكس ؟!,التغذية والدواء
خروج سائل لونه اصفر غامق بشكل شبه يومي بعد عمليه استئصال المراره مع العلم ان مستمرين في الغيار وكشفنا عند كذا دكتور تاني ويقولوا الامر ده طبيعي مع عمليات المراره...,الباطنة والغدد الصماء
دكتور انا اشعر بالضيق الشديد لدرجة يصعب عليه التنفس والنوم افكر بالانتخار كثيرااا واريد الموت اشعر بالوحده اردت الذهاب الى دكتور نفسي لاكن لم استطيع,الصحة النفسية
سلام عليكم في بعض الاحيان اجد فيى خسيتي اليسرى بعض العروق ملتوية انا عمري 22سنة غير متزوج هل هناك مشكل,المسالك البولية
هل تزول اثار التدخين بعد الاقلاع عنه ؟,الصحة النفسية
الاخوة الافاضل في موقع الطبي اهنئكم بحلول شهر رمضان المبارك السؤال:اين توجد عملية اطالة القامة وهل لها سلبيات مستقبلية ولكم مني خالص الوفاء,العظام والمفاصل
ما علاج الشوكه العظميه علما باننى قمت بعمل اشعه على كعب القدم الشمال وتم تشخيص المرض بالشوكه العظميه لكن العلاج لا يجدى ويوجد نفس الالم ما العمل ارجو من سيادتكم...,العظام والمفاصل
عند الاستمناء تورم القضيب ولم يخرج مني ثم ذهب التورم وحده عند المحاوله مره اخرى يتورم ايضا ولا يخرج مني مالمشكله وماهو العلاج,المسالك البولية
اعاني في الام بالمثانه والكلى اليسرى وتغير في لون البول والتقطع والتكرار للتبول,المسالك البولية
مرحبا اكتشفت البارحه اني لدي حبه في الثدي الايسر متوسسطه الحجم الى صغيره ويوجد احمرار وانتفاخ بسيط بالمنطقه المحيطه بها ومؤلمه نوعا ما وارتفاع بسيط بحراره المنطقه,الأورام
انا فتاة عمري 16 سنة لاحظت طهور حبتين سوداوتين على المثانة حول احدهما لون رمادي فما سبب هذه الحبوب؟,الجلدية والتجميل
اشتكي بحريق على مستوى عنقي,العظام والمفاصل
"السلام عليكم
انا اعني منذ فتره من الم تحت الصدر الجهه اليسرى حتى اني في بعض الاحيان لا استطيع ان اجلس كثير على الجنب الايسر مع العلم اني انام على...",الصحة النفسية
"سؤال لأطباء العيون
وجود المياه البيضاء في العينين
لطفل رضيع بعمر شهر ونصف فقط
متي تتم عملية شفط المياه البيضاء وتركيب عدسات طبية",طب العيون
في اي درجة حرارة تحفظ قطرة Refresh Plus,التغذية والدواء
السلام عليكم. اعاني من نبضات قلب نبضتين او ثلاثة غير منتظمة تشبه الرجفة تحدث كل ثلاثة او اربعة ايام وانا ادخن منذ ثلاث سنوات لكن الحالة حدثت لي عند 16...,القلب والأوعية الدموية
انا اعاني من حراره بمنطقه القدمن والكفان حرقه تجعلني ابكي وارفس قدماي ويداي من الم,الأمراض العصبية
اعاني من عدم انتظام دقات القلب من ٣اشهر فلقد عملت عمليه استئصال لغده حميدة من الثدي اليسار قبل ١٠سنوات ممايسبب لي الم عند حمل الشيء الثقيل فهل لهذا دخل في...,القلب والأوعية الدموية
هل اذا كان هناك سرطان في الجسم هل يظهر خلل في تحليل الدم؟,الأورام
اعاني من الآم في الركبتين .لانني امارس كرة الطائرة وعندما تعطلت على الممارسة .بسبب لارطروز اي مرض المفاصل المسمي كونتروز المرحلة الرابعة والان اعاني بالم فهل من علاج.شكرا,العظام والمفاصل
ابني عمره 5 اشهر واخبرتني طبيبة اطفال ان لديه لجام اللثة وسوف يسبب له فراغ بين الاسنان وضروري نزعه الان.هل حقا يجب نزعه والان وماذا يسبب تركه غير الفراغ بين...,طب وصحة الأسنان
"عندي طفلة عمرها اربع سنوات وكانت تشعر بخمول بعرضها على دكتور افحص التهابات الكبد النتيجه s.g.b.t1720
.s.total. bilirubin 16.2
s.direct.bilirubin 5.4
indirest bilirubin 4.1 و
وبعد العلاج كان فحص-الاول2.5 الثاني...",صحة الطفل
ابي يعاني من ارتفاع نسبة الدهنيات الثلاثية فما الحل لاعادة نسبة الدهنيات الى النسبة الطبيعية علما بانه يدخن و نسبتها 420 فما الاغذية المناسبة للتقليل من النبة وما الحل؟,القلب والأوعية الدموية
انا زارع عدسه قريب وظهرت تحت العدسه تليفات ظهره من على بعد 2 متر هل اليزر يقدر يشيل التليفات دى ولا لازم عمليه جرحيه مع العلم الدكتور قال انصحك بلاش...,طب العيون
"هل لتضخم عضله القلب علاج وبارك الله فيك الرجاء الاجبه على الايميل
[email protected]",القلب والأوعية الدموية
"تكملة لسؤالي هل جرعة الدباكين والتريليبتال مناسبه
مع العلم عند اخذي 2+2مساء اجدها ثقيله واحس بزغلله في العينين ودوخه بسيطه",الباطنة والغدد الصماء
تعب قلب. شعور بعصبية شديدة. خوف كتير. الانعزال على حياة. حب الوحدة.,القلب والأوعية الدموية
هل شعري من الخلف خفيف ويحتاج لعلاج ام هو طبيعي,الجلدية والتجميل
ما هو افضل حل او كريم لازالة الشعر من الجسم والوجه!!,الجلدية والتجميل
بنتي عندها سنتين وشهرين كانت حرارتها 40 لمده 5 ايام تنزل بالعلاج وترجع تاني اعطيتها حقن فولتارين 3 حقن وتمبورال شراب ومنزلتش الحراره كملت لبوس دولفين واليوم الخامس اعطيتها برونتوجست...,صحة الطفل
"لدي عمي يشعر بألم حاد جداً في بطنه
وليس يخرج من بطنه أي شي ﻻ خروج وﻻ بول ارجو الرد وما عﻻج ذالك",المسالك البولية
السلام عليكم انا فتى عمري 15 سنة ونصف ، واعاني من الم في الاضراس والاسنان عند شرب الماء البارد او تناول المثلجات، مع العلم ان اسناني بحالة جيدة وغير متسوسة...,طب وصحة الأسنان
عمري ١٧ سنه ودائمًا تظهر لي تكتلات تحت الابط غالبًا تكون قاسيه ومؤلمه وايضًا لدي اختلاف في حجم الثدي هل هذا يستدعي القلق؟,الأورام
"في حالة الديسك القطني تمطيط العصب يؤدي الي الم
وعند ثني الركبة يزول الالم لزوال التمطيط
ما هي الحالة التي لازول فيها الالم عند قني الركبة؟!",العظام والمفاصل
اعاني من الم اسفل الصدر من الجهه اليمنى وخاصه عند الجلوس على الارض ويستمر الألم حتى اتحرك لو استلقي على السرير في حالة استرخاء يزول الألم او يكون خفيف جدا...,الباطنة والغدد الصماء
"السلام عليكم
اعاني من انتفاخ جفن بالعين بسبب الغده الدرقيه هل تنصحوني باجراء العمليه او الاستمرار على الادويه ,مع العلم ان الدكتور ينصحني بالدواء فقط",الباطنة والغدد الصماء
انا لما ابذل مجهود او احيانا عندما امشى في الشمس تصيبني حكة في جسمى كله فما السبب,الجلدية والتجميل
"أعاني من مرض جلدي عبارة عن ظهور بقع حمراء في جسمي (اليدين,البطن,معضم جسمي) تكسوه طبقة قشرية بيضاء وهي لاتحكني وقد انتقل الامر الى فروة رأسي بحيث أعاني سقوط الشعر في...",الجلدية والتجميل
"سلام عليكم
ابن اختي عمره 4 تشهر و عندها زيادة في نوم و هو ياخذ دواء حساسية و مغس هل ذلك يؤثر على نومه",صحة الطفل
لا يمكنني تحريك يدي ورجلي من اني استعمل دواء الميستينون. بماذا تنصحوني؟,العظام والمفاصل
انا طلع عندي اشتباه ف قرنيه مخروطيه او جزء غير منتظم ف القرنيه سمك القرنيه ف العين اليمني518والعين اليسري 516ارجوالافاده,طب العيون
"والدي يبلغ من العمر ٧٠ ومنوم حاليا في المستشفى الشرايين مقفله لدية وعندة ضعف عضلة القلب الدكتور اخبرنا ان عملية قسطرة القلب فيها خطورة بسبب الضعف مارأيكم
علما ان لدية...",القلب والأوعية الدموية
مرحبا انا شب عمري 20 حسب ما قرأت من اجابات وأسئله اعتقد انو عندي التهاب بروستاتا قبل اسبوعين ظهرت حبوب منتفخه على البروستاتا كذلك على الخصيتين مع حكه .. ارجو...,المسالك البولية
"هل يوجد علاج لطفل عمره 7 اشهر مصاب بضعف السمع غير زراعه القوقعه
وان كان لا يوجد هل يجب ان يرتدى السماعه اولا قبل عمليه الزرع
ام يتم عمل الزرع...",صحة الطفل
عملت عملية قسطرة دوالي الخصيةقبل سنة والان احس بألم في منطقة العانة وهذا الالم متفاوت بعض المرات احس فيه وبعض المرات يختفي ويكثر اذا خفيت في الجماع,المسالك البولية
"لدي بروز واعوجاج ونقر في في عظام الجمجمه وواضحه للفايه ولا تحتاج الي اشاعه لكي تكون واضحه و ويسبب لي ازعاج كبير ,لان الجمجمه كبيره من الخلف ورفيعه من الامام...",العظام والمفاصل
اريد استخدم دكسن لمده4 اشهر بس اخاف يسوي عقم,التغذية والدواء
لو سمحت انا فقدت من وزني تقريبا 20 كيلو خلال 4 سنوات وجهي تأثر ونحف كتير . في مانع لو اشرب حبوب كبسوﻻت خميرة البيرة من الصيدليه بس اخاف يكون...,التغذية والدواء
ا اعاني بين فترة واخرى من الضربات الغير طبيعية في القلب بشكب غير منتظم العدد والقوة في الضربة مع العلم ان الحالة تاتي مع تهيج القولون واخذ دواء اسمه كوردارون...,القلب والأوعية الدموية
